"ID","PAM80-Family","PAM200-Family","PAM200-reduced"
"CHS2_RHIOL",211,125,138
"CHS2_USTMA",211,125,138
"CHS2_WANDE",211,125,138
"CHS2_XYLBA",211,125,138
"CHS2_YEAST",211,125,138
"CHS3_AJECA",211,125,138
"CHS3_CANAL",212,125,138
"CHS3_EXOJE",211,125,138
"CHS3_NEUCR",211,125,138
"CHS3_WANDE",211,125,138
"CHS3_YEAST",212,125,138
"CIC1_CYPCA",213,126,139
"CIC1_RABIT",213,126,139
"CIC2_RABIT",214,127,140
"CICC_RABIT",213,126,139
"CICC_RAT",213,126,139
"CICG_RABIT",215,128,141
"CICH_TORMA",216,129,142
"CIK0_HUMAN",217,130,143
"CIK0_MOUSE",217,130,143
"CIK0_RAT",217,130,143
"CIK1_DROME",127,8,144
"CIK1_MOUSE",127,8,144
"CIK1_RAT",127,8,144
"CIK2_DROME",127,8,144
"CIK2_RAT",127,8,144
"CIK2_XENLA",127,8,144
"CIK3_DROME",127,8,144
"CIK3_HUMAN",127,8,144
"CIK3_MOUSE",127,8,144
"CIK3_RAT",127,8,144
"CIK4_DROME",127,8,144
"CIK4_HUMAN",127,8,144
"CIK4_RAT",127,8,144
"CIK5_HUMAN",127,8,144
"CIK5_RAT",127,8,144
"CIK6_HUMAN",127,8,144
"CIK6_RAT",127,8,144
"CIKA_RAT",127,8,144
"CIKB_DROME",127,8,144
"CIKD_MOUSE",127,8,144
"CIKD_RAT",127,8,144
"CIKE_RAT",127,8,144
"CIKF_RAT",127,8,144
"CIKG_RAT",127,8,144
"CIKL_DROME",218,8,144
"CIKW_DROME",127,8,144
"CIN1_RAT",219,126,139
"CIN2_RAT",219,126,139
"CIN3_RAT",219,126,139
"CINA_ELEEL",219,126,139
"CINC_RAT",219,126,139
"CINS_RAT",219,126,139
"CIT_KLEPN",220,131,145
"CIT_LACLA",221,132,146
"CIT1_ECOLI",220,131,145
"CIT2_ECOLI",220,131,145
"CITA_SALTY",220,131,145
"CNCG_MOUSE",209,123,136
"CNGC_RAT",209,123,136
"CO02_HUMAN",222,17,17
"CO9_HUMAN",223,133,147
"CO9_MOUSE",223,133,147
"CO9_ONCMY",224,133,147
"CODB_ECOLI",225,134,148
"COMT_HUMAN",226,135,149
"COMT_RAT",226,135,149
"COP_CLOPE",227,136,150
"CORA_ECOLI",228,137,151
"COX1_AMICA",229,138,152
"COX1_APIME",229,138,152
"COX1_ASCSU",229,138,152
"COX1_ATRSP",229,138,152
"COX1_BALPH",229,138,152
"COX1_BETVU",229,138,152
"COX1_BOVIN",229,138,152
"COX1_CAEEL",229,138,152
"COX1_CHICK",229,138,152
"COX1_CHLRE",229,138,152
"COX1_COTJA",229,138,152
"COX1_CYPCA",229,138,152
"COX1_DROME",229,138,152
"COX1_DROYA",229,138,152
"COX1_EMENI",229,138,152
"COX1_GEOSD",229,138,152
"COX1_GOMVA",229,138,152
"COX1_HUMAN",229,138,152
"COX1_KLULA",229,138,152
"COX1_LEITA",229,138,152
"COX1_LEPOC",229,138,152
"COX1_MAIZE",229,138,152
"COX1_MARPO",229,138,152
"COX1_MEGAT",229,138,152
"COX1_MOUSE",229,138,152
"COX1_NEUCR",229,138,152
"COX1_OENBE",229,138,152
"COX1_ORYSA",229,138,152
"COX1_PANBU",229,138,152
"COX1_PARDE",229,138,152
"COX1_PARLI",229,138,152
"COX1_PARTE",230,138,152
"COX1_PEA",229,138,152
"COX1_PHOVI",229,138,152
"COX1_PISOC",229,138,152
"COX1_PODAN",229,138,152
"COX1_POLSP",229,138,152
"COX1_POLSX",229,138,152
"COX1_POMNI",229,138,152
"COX1_RAT",229,138,152
"COX1_SALTR",229,138,152
"COX1_SCAPL",229,138,152
"COX1_SCHPO",229,138,152
"COX1_SORBI",229,138,152
"COX1_SOYBN",229,138,152
"COX1_STRPU",229,138,152
"COX1_TETPY",230,138,152
"COX1_THEP3",229,138,152
"COX1_TRYBB",229,138,152
"COX1_WHEAT",229,138,152
"COX1_XENLA",229,138,152
"COX1_YEAST",229,138,152
"COX2_ACHDO",231,139,153
"COX2_ADABI",231,139,153
"COX2_AMICA",231,139,153
"COX2_APIME",231,139,153
"COX2_ASCSU",231,139,153
"COX2_ASTPE",232,140,154
"COX2_ATRSP",231,139,153
"COX2_BALPH",231,139,153
"COX2_BOVIN",231,139,153
"COX2_CAEEL",231,139,153
"COX2_CERAE",231,139,153
"COX2_CHICK",231,139,153
"COX2_CTEFE",231,139,153
"COX2_CYPCA",231,139,153
"COX2_DAUCA",231,139,153
"COX2_DROAI",231,139,153
"COX2_DROAL",231,139,153
"COX2_DROAM",231,139,153
"COX2_DROAT",231,139,153
"COX2_DROAZ",231,139,153
"COX2_DROBF",231,139,153
"COX2_DROLO",231,139,153
"COX2_DROME",231,139,153
"COX2_DRONR",231,139,153
"COX2_DROPS",231,139,153
"COX2_DROSU",231,139,153
"COX2_DROYA",231,139,153
"COX2_EMENI",231,139,153
"COX2_EXERO",231,139,153
"COX2_GALME",231,139,153
"COX2_GEOSD",231,139,153
"COX2_GOMVA",231,139,153
"COX2_GORGO",231,139,153
"COX2_HANSA",231,139,153
"COX2_HUMAN",231,139,153
"COX2_HYLSY",231,139,153
"COX2_KLULA",231,139,153
"COX2_LASSP",231,139,153
"COX2_LEITA",233,139,153
"COX2_LEPOC",231,139,153
"COX2_LOCMI",231,139,153
"COX2_MACFA",231,139,153
"COX2_MAIZE",231,139,153
"COX2_MARPO",231,139,153
"COX2_MEGAT",231,139,153
"COX2_MICPE",231,139,153
"COX2_MOUSE",231,139,153
"COX2_NEUCR",231,139,153
"COX2_OENBE",231,139,153
"COX2_ONCFA",231,139,153
"COX2_ORYSA",231,139,153
"COX2_PANPA",231,139,153
"COX2_PARDE",231,139,153
"COX2_PARLI",231,139,153
"COX2_PARPR",234,139,153
"COX2_PARTE",234,139,153
"COX2_PEA",231,139,153
"COX2_PERAM",231,139,153
"COX2_PHOVI",231,139,153
"COX2_PISOC",231,139,153
"COX2_PNECA",231,139,153
"COX2_PODAN",231,139,153
"COX2_POLSX",231,139,153
"COX2_RAT",231,139,153
"COX2_SCAPL",231,139,153
"COX2_SCHGR",231,139,153
"COX2_SCHPO",231,139,153
"COX2_SITGR",231,139,153
"COX2_SOYBN",231,139,153
"COX2_STRPU",231,139,153
"COX2_SYMST",231,139,153
"COX2_TRYBB",233,139,153
"COX2_WHEAT",231,139,153
"COX2_XENLA",231,139,153
"COX2_YEAST",231,139,153
"COX2_ZOOAN",231,139,153
"COX3_ASCSU",232,140,154
"COX3_BALPH",232,140,154
"COX3_BOVIN",232,140,154
"COX3_CAEEL",232,140,154
"COX3_CHICK",232,140,154
"COX3_CYPCA",232,140,154
"COX3_DROME",232,140,154
"COX3_DROYA",232,140,154
"COX3_EMENI",232,140,154
"COX3_HUMAN",232,140,154
"COX3_LEITA",235,140,154
"COX3_LOCMI",232,140,154
"COX3_MAIZE",232,140,154
"COX3_MARPO",232,140,154
"COX3_MOUSE",232,140,154
"COX3_NEUCR",232,140,154
"COX3_OENBE",232,140,154
"COX3_ONCNE",232,140,154
"COX3_ORYSA",232,140,154
"COX3_PARDE",232,140,154
"COX3_PARLI",232,140,154
"COX3_PHOVI",232,140,154
"COX3_PISOC",232,140,154
"COX3_RAT",232,140,154
"COX3_SALCL",232,140,154
"COX3_SCHCO",232,140,154
"COX3_SCHPO",232,140,154
"COX3_SOYBN",232,140,154
"COX3_STRPU",232,140,154
"COX3_WHEAT",232,140,154
"COX3_XENLA",232,140,154
"COX3_YEAST",232,140,154
"COX5_NEUCR",236,141,155
"COX6_DICDI",237,142,156
"COX7_YEAST",238,143,157
"COX9_YEAST",239,144,158
"COXX_PARDE",240,145,159
"COXZ_PARDE",241,146,160
"COXZ_YEAST",242,146,160
"CP5A_CANTR",243,147,161
"CP5B_CANTR",243,147,161
"CP5C_CANMA",243,147,161
"CP5E_CANMA",243,147,161
"CP5F_CANTR",243,147,161
"CP5G_CANTR",243,147,161
"CP5H_CANTR",243,147,161
"CP5I_CANTR",244,147,161
"CP5J_CANTR",245,147,161
"CP71_PERAE",246,147,161
"CPT1_YEAST",247,148,162
"CPTR_PEA",248,149,163
"CPTR_SOLTU",248,149,163
"CPTR_SPIOL",248,149,163
"CPXA_ECOLI",249,37,38
"CR1_HUMAN",250,150,164
"CR2_HUMAN",251,150,164
"CR2_MOUSE",251,150,164
"CRB_DROME",252,8,165
"CREC_ECOLI",253,37,38
"CRNA_EMENI",254,151,166
"CRTI_NEUCR",255,152,167
"CSCB_ECOLI",256,153,168
"CSG_HALHA",257,154,169
"CSG_HALVO",258,154,169
"CSG_METFE",259,155,170
"CSG_METSC",259,155,170
"CTL4_HUMAN",260,105,113
"CTL4_MOUSE",260,105,113
"CTR_YEAST",261,156,171
"CVAB_ECOLI",262,18,18
"CX26_HUMAN",263,157,172
"CX26_MOUSE",263,157,172
"CX26_RAT",263,157,172
"CX30_RAT",263,157,172
"CX30_XENLA",263,157,172
"CX31_MOUSE",263,157,172
"CX31_RAT",263,157,172
"CX32_ARATH",264,158,173
"CX32_HUMAN",263,157,172
"CX32_MOUSE",263,157,172
"CX32_RAT",263,157,172
"CX33_RAT",263,157,172
"CX37_MOUSE",263,157,172
"CX38_XENLA",263,157,172
"CX40_MOUSE",263,157,172
"CX40_RAT",263,157,172
"CX42_CHICK",263,157,172
"CX43_BOVIN",263,157,172
"CX43_CHICK",263,157,172
"CX43_HUMAN",263,157,172
"CX43_MOUSE",263,157,172
"CX43_RAT",263,157,172
"CX43_XENLA",263,157,172
"CX45_CANFA",263,157,172
"CX45_CHICK",263,157,172
"CX45_MOUSE",263,157,172
"CX46_RAT",263,157,172
"CX50_MOUSE",263,157,172
"CX56_CHICK",263,157,172
"CY1_BOVIN",265,8,174
"CY1_EUGGR",265,8,174
"CY1_HUMAN",265,8,174
"CY1_NEUCR",265,8,174
"CY1_PARDE",267,8,174
"CY1_RHOCA",267,8,174
"CY1_RHORU",265,8,174
"CY1_RHOSH",267,8,174
"CY1_YEAST",265,8,174
"CY11_SOLTU",265,8,174
"CY12_SOLTU",265,8,174
"CY14_NEUCR",266,159,175
"CYA1_BOVIN",268,8,32
"CYA2_RAT",269,8,32
"CYA3_RAT",270,8,32
"CYA4_RAT",269,8,32
"CYB_ACITR",273,161,177
"CYB_AKOAN",273,161,177
"CYB_AKOBO",273,161,177
"CYB_AKOJE",273,161,177
"CYB_AKOJU",273,161,177
"CYB_AKOKO",273,161,177
"CYB_AKOMO",273,161,177
"CYB_AKOPU",273,161,177
"CYB_AKOSU",273,161,177
"CYB_AKOTO",273,161,177
"CYB_AMBMA",273,161,177
"CYB_AMICA",273,161,177
"CYB_AMPST",273,161,177
"CYB_ANTAM",273,161,177
"CYB_ASCSU",273,161,177
"CYB_ATRSP",273,161,177
"CYB_BALPH",273,161,177
"CYB_BOLAM",273,161,177
"CYB_BOVIN",273,161,177
"CYB_CAEEL",273,161,177
"CYB_CAMDR",273,161,177
"CYB_CAPHI",273,161,177
"CYB_CATGU",273,161,177
"CYB_CHICK",273,161,177
"CYB_CHLRE",273,161,177
"CYB_CHLSM",273,161,177
"CYB_CICCE",273,161,177
"CYB_CICNI",273,161,177
"CYB_COLRU",273,161,177
"CYB_CORME",273,161,177
"CYB_CYPCA",273,161,177
"CYB_DAMDA",273,161,177
"CYB_DICBI",273,161,177
"CYB_DIPCA",273,161,177
"CYB_DIPHE",273,161,177
"CYB_DIPPA",273,161,177
"CYB_DROME",273,161,177
"CYB_DROYA",273,161,177
"CYB_EMENI",273,161,177
"CYB_EPIAL",273,161,177
"CYB_EQUGR",273,161,177
"CYB_GEOSD",273,161,177
"CYB_GIRCA",273,161,177
"CYB_GOMVA",273,161,177
"CYB_GYMTI",273,161,177
"CYB_HUMAN",273,161,177
"CYB_JULRE",273,161,177
"CYB_LEITA",274,161,177
"CYB_LEPOC",273,161,177
"CYB_LOXAF",273,161,177
"CYB_MAIZE",273,161,177
"CYB_MARPO",273,161,177
"CYB_MEGAT",273,161,177
"CYB_MICMI",273,161,177
"CYB_MOUSE",273,161,177
"CYB_NEUCR",273,161,177
"CYB_ODOHE",273,161,177
"CYB_OENBE",273,161,177
"CYB_ORYSA",273,161,177
"CYB_PARDE",273,161,177
"CYB_PARIN",273,161,177
"CYB_PARLI",273,161,177
"CYB_PARTE",275,162,178
"CYB_PHOVI",273,161,177
"CYB_PIG",273,161,177
"CYB_PITSO",273,161,177
"CYB_POLSX",273,161,177
"CYB_POMIS",273,161,177
"CYB_POMNI",273,161,177
"CYB_POMRU",273,161,177
"CYB_POMSU",273,161,177
"CYB_POMTE",273,161,177
"CYB_PTIPL",273,161,177
"CYB_RANCA",273,161,177
"CYB_RAT",273,161,177
"CYB_RHOCA",273,161,177
"CYB_RHORU",273,161,177
"CYB_RHOSH",273,161,177
"CYB_SALTR",273,161,177
"CYB_SCAPL",273,161,177
"CYB_SCHPO",273,161,177
"CYB_SCYMA",273,161,177
"CYB_SHEEP",273,161,177
"CYB_SOLTU",273,161,177
"CYB_STEAT",273,161,177
"CYB_STRPU",273,161,177
"CYB_TAYTA",273,161,177
"CYB_THOTO",273,161,177
"CYB_THRDO",273,161,177
"CYB_TRANA",273,161,177
"CYB_TRYBB",274,161,177
"CYB_VICFA",273,161,177
"CYB_WHEAT",273,161,177
"CYB_XENLA",273,161,177
"CYB_YEAST",273,161,177
"CYB5_BOVIN",271,160,176
"CYB5_CHICK",271,160,176
"CYB5_HORSE",271,160,176
"CYB5_HUMAN",271,160,176
"CYB5_PIG",271,160,176
"CYB5_RABIT",271,160,176
"CYB5_RAT",271,160,176
"CYB6_CHLPR",272,161,177
"CYB6_CHLRE",272,161,177
"CYB6_MAIZE",272,161,177
"CYB6_MARPO",272,161,177
"CYB6_NOSSP",272,161,177
"CYB6_ORYSA",272,161,177
"CYB6_PROHO",272,161,177
"CYB6_SPIOL",272,161,177
"CYB6_SYNP2",272,161,177
"CYB6_TOBAC",272,161,177
"CYB6_WHEAT",272,161,177
"CYBA_STELO",273,161,177
"CYBB_STELO",273,161,177
"CYCM_BRAJA",276,163,179
"CYDA_ECOLI",50,35,36
"CYDB_ECOLI",49,34,35
"CYF_CHLRE",277,164,180
"CYF_MARPO",277,164,180
"CYF_OENHO",277,164,180
"CYF_ORYSA",277,164,180
"CYF_PEA",277,164,180
"CYF_SPIOL",277,164,180
"CYF_TOBAC",277,164,180
"CYF_VICFA",277,164,180
"CYF_WHEAT",277,164,180
"CYGR_ARBPU",45,8,32
"CYGS_STRPU",45,8,32
"CYL3_STOHE",278,165,181
"CYM5_RAT",271,160,176
"CYOA_ECOLI",279,166,182
"CYOB_ECOLI",229,138,152
"CYOC_ECOLI",280,140,154
"CYOD_ECOLI",281,167,183
"CYOE_ECOLI",282,145,159
"CYPR_CALVI",283,168,184
"CYPR_DROME",283,168,184
"CYPR_YEAST",284,168,185
"CYST_ECOLI",285,169,186
"CYST_SYNP7",285,169,186
"CYST_SYNY3",285,169,186
"CYSW_ECOLI",286,169,186
"CYSW_SYNP7",286,169,186
"D2DR_BOVIN",287,6,6
"D2DR_HUMAN",287,6,6
"D2DR_RAT",287,6,6
"D2DR_XENLA",287,6,6
"D3DR_MOUSE",287,6,6
"D3DR_RAT",287,6,6
"D4DR_HUMAN",288,6,6
"D4DR_RAT",288,6,6
"D5DR_HUMAN",289,6,6
"DADR_HUMAN",289,6,6
"DADR_RAT",289,6,6
"DAF1_CAEEL",290,8,187
"DAL5_YEAST",291,170,188
"DAP2_YEAST",292,171,189
"DBDR_RAT",289,6,6
"DCIB_BACSU",293,27,27
"DCIC_BACSU",294,28,28
"DCOB_KLEPN",295,172,190
"DCOG_KLEPN",296,173,191
"DCTA_RHILE",297,174,192
"DCTA_RHIME",297,174,192
"DCTB_RHILE",298,37,38
"DCTB_RHIME",298,37,38
"DEG1_CAEEL",299,175,193
"DHG_ECOLI",300,176,194
"DHG_GLUOX",300,176,194
"DHGA_ACICA",300,176,194
"DHSC_BACSU",301,177,195
"DIVB_BACSU",302,178,196
"DMSC_ECOLI",303,179,197
"DPM1_YEAST",304,180,198
"DPP4_HUMAN",305,171,199
"DPP4_RAT",305,171,199
"DPTP_DROME",306,8,8
"DSBB_ECOLI",307,181,200
"DTCM_MOUSE",308,182,201
"E2_HUMAN",309,183,202
"E310_ADE02",310,184,203
"E310_ADE03",310,184,203
"E310_ADE05",310,184,203
"E310_ADE07",310,184,203
"E311_ADE02",311,185,204
"E311_ADE05",311,185,204
"E315_ADE02",312,186,205
"E315_ADE03",313,186,205
"E315_ADE05",312,186,205
"E315_ADE07",313,186,205
"E3GL_ADE02",314,187,206
"E3GL_ADE03",315,187,206
"E3GL_ADE05",314,187,206
"E3GL_ADE35",315,187,206
"E3GL_ADEM1",316,188,207
"EAR_EBV",317,189,208
"EBR_STAAU",318,190,209
"ECTO_RAT",126,8,76
"EDG1_HUMAN",319,6,6
"EGF_HUMAN",321,8,210
"EGF_MOUSE",321,8,210
"EGFR_CHICK",320,8,8
"EGFR_DROME",320,8,8
"EGFR_HUMAN",320,8,8
"EGLN_HUMAN",322,191,211
"ELFT_HUMAN",323,192,212
"ELI_PEA",324,100,107
"ELI5_HORVU",324,100,107
"ELI6_HORVU",324,100,107
"ELI9_HORVU",324,100,107
"EMRB_ECOLI",325,193,213
"ENDR_BOVIN",326,194,214
"ENV_BAEVM",329,196,216
"ENV_BIV06",330,197,217
"ENV_BIV27",330,197,217
"ENV_BLVAF",331,196,216
"ENV_BLVAU",331,196,216
"ENV_BLVAV",331,196,216
"ENV_BLVB2",331,196,216
"ENV_BLVB5",331,196,216
"ENV_BLVJ",331,196,216
"ENV_EIAV1",332,198,218
"ENV_EIAV2",332,198,218
"ENV_EIAV3",332,198,218
"ENV_EIAV5",332,198,218
"ENV_EIAV9",332,198,218
"ENV_EIAVW",332,198,218
"ENV_EIAVY",332,198,218
"ENV_FIVPE",333,199,219
"ENV_FIVSD",333,199,219
"ENV_FOAMV",334,200,220
"ENV_GALV",335,196,216
"ENV_HIV10",336,201,221
"ENV_HIV13",336,201,221
"ENV_HIV14",336,201,221
"ENV_HIV16",336,201,221
"ENV_HIV18",336,201,221
"ENV_HIV1A",336,201,221
"ENV_HIV1B",336,201,221
"ENV_HIV1C",336,201,221
"ENV_HIV1D",336,201,221
"ENV_HIV1E",336,201,221
"ENV_HIV1F",336,201,221
"ENV_HIV1G",336,201,221
"ENV_HIV1H",336,201,221
"ENV_HIV1I",336,201,221
"ENV_HIV1J",336,201,221
"ENV_HIV1K",336,201,221
"ENV_HIV1L",336,201,221
"ENV_HIV1M",336,201,221
"ENV_HIV1N",336,201,221
"ENV_HIV1O",336,201,221
"ENV_HIV1P",336,201,221
"ENV_HIV1R",336,201,221
"ENV_HIV1S",336,201,221
"ENV_HIV1V",336,201,221
"ENV_HIV1W",336,201,221
"ENV_HIV1X",336,201,221
"ENV_HIV1Y",336,201,221
"ENV_HIV1Z",336,201,221
"ENV_HIV21",337,201,221
"ENV_HIV2B",337,201,221
"ENV_HIV2C",337,201,221
"ENV_HIV2D",337,201,221
"ENV_HIV2G",337,201,221
"ENV_HIV2I",337,201,221
"ENV_HIV2N",337,201,221
"ENV_HIV2R",337,201,221
"ENV_HIV2S",337,201,221
"ENV_HTL1A",338,196,216
"ENV_HTL1C",338,196,216
"ENV_HTL1M",338,196,216
"ENV_HTLV2",338,196,216
"ENV_MLVF5",335,196,216
"ENV_MLVFF",335,196,216
"ENV_MLVFP",335,196,216
"ENV_MLVHO",335,196,216
"ENV_OMVVS",339,201,221
"ENV_SFV1",334,200,220
"ENV_SFV3L",334,200,220
"ENV_SIVA1",337,201,221
"ENV_SIVAG",337,201,221
"ENV_SIVAT",337,201,221
"ENV_SIVCZ",336,201,221
"ENV_SIVGB",340,201,221
"ENV_SIVM1",337,201,221
"ENV_SIVM2",337,201,221
"ENV_SIVMK",337,201,221
"ENV_SIVML",337,201,221
"ENV_SIVS4",337,201,221
"ENV_SIVSP",337,201,221
"ENV_SMRVH",329,196,216
"ENV_VILV",339,201,221
"ENV_VILV1",339,201,221
"ENV_VILV2",339,201,221
"ENVD_ECOLI",327,195,215
"ENVZ_ECOLI",328,37,38
"ENVZ_SALTY",328,37,38
"EPIA_HUMAN",341,8,222
"EPIB_HUMAN",341,8,222
"EPOR_HUMAN",342,202,223
"EPOR_MOUSE",342,202,223
"EPT1_YEAST",247,148,162
"ERB2_HUMAN",320,8,8
"ERB3_HUMAN",320,8,8
"ERD1_YEAST",343,203,224
"ERD2_HUMAN",344,204,225
"ERD2_KLULA",344,204,225
"ERD2_YEAST",344,204,225
"ERG9_YEAST",345,205,226
"ERS1_YEAST",346,206,227
"ET1B_BOVIN",347,6,6
"ET1R_BOVIN",347,6,6
"ET1R_HUMAN",347,6,6
"ET1R_RAT",347,6,6
"ETBR_HUMAN",347,6,6
"ETBR_RAT",347,6,6
"EVI2_HUMAN",348,207,228
"EVI2_MOUSE",348,207,228
"EXBB_ECOLI",349,208,229
"EXBB_SALTY",349,208,229
"EXBD_ECOLI",350,209,230
"EXOY_RHISN",351,210,231
"EXP1_PLAFA",352,211,232
"FADL_ECOLI",353,212,233
"FASA_HUMAN",354,104,234
"FASA_MOUSE",354,104,234
"FCAR_HUMAN",355,213,235
"FCE1_RAT",356,214,236
"FCE2_HUMAN",357,150,237
"FCE2_MOUSE",357,150,237
"FCE2_RAT",356,214,236
"FCEA_HUMAN",356,214,236
"FCEA_MOUSE",356,214,236
"FCEB_HUMAN",358,215,238
"FCEB_MOUSE",358,215,238
"FCEB_RAT",358,215,238
"FCEG_HUMAN",359,112,122
"FCEG_MOUSE",359,112,122
"FCEG_RAT",359,112,122
"FCG0_HUMAN",360,214,236
"FCG1_HUMAN",360,214,236
"FCG1_MOUSE",360,214,236
"FCG2_HUMAN",361,214,236
"FCG2_MOUSE",361,214,236
"FCG3_HUMAN",361,214,236
"FCG3_MOUSE",361,214,236
"FCG3_RAT",361,214,236
"FCGN_RAT",362,3,3
"FCGX_MOUSE",361,214,236
"FCN3_DROME",363,216,239
"FCY2_YEAST",364,217,240
"FDNH_ECOLI",365,218,241
"FDNI_ECOLI",366,219,242
"FEPD_ECOLI",367,220,243
"FEPG_ECOLI",368,220,243
"FGR1_CHICK",204,8,8
"FGR1_HUMAN",204,8,8
"FGR1_MOUSE",204,8,8
"FGR1_XENLA",204,8,8
"FGR2_HUMAN",204,8,8
"FGR3_HUMAN",204,8,8
"FGR4_HUMAN",204,8,8
"FIXG_RHIME",369,221,244
"FIXH_RHIME",370,222,245
"FIXI_RHIME",371,41,43
"FIXL_AZOCA",372,37,38
"FIXL_BRAJA",372,37,38
"FIXL_RHIME",372,37,38
"FIXS_RHIME",373,223,246
"FLAP_HORSE",374,224,247
"FLAP_HUMAN",374,224,247
"FLAP_MACMU",374,224,247
"FLAP_MOUSE",374,224,247
"FLAP_PIG",374,224,247
"FLAP_RABIT",374,224,247
"FLAP_RAT",374,224,247
"FLAP_SHEEP",374,224,247
"FLK2_MOUSE",204,8,8
"FLMA_ECOLI",375,225,248
"FM1_ACTVI",376,226,249
"FM2_ACTNA",377,226,249
"FML1_HUMAN",378,6,6
"FML2_HUMAN",378,6,6
"FMLR_HUMAN",378,6,6
"FMOH_PIG",379,227,250
"FMOH_RABIT",379,227,250
"FMOL_RABIT",379,227,250
"FNBA_STAAU",380,228,251
"FPS1_YEAST",381,8,77
"FRDC_ECOLI",382,229,252
"FRDC_PROVU",382,229,252
"FRDC_WOLSU",383,230,253
"FRDD_ECOLI",384,231,254
"FRDD_PROVU",384,231,254
"FRIZ_DROME",385,232,255
"FSH_DROME",127,8,256
"FSHR_HUMAN",386,6,6
"FSHR_RAT",386,6,6
"FTSL_ECOLI",387,233,257
"FUR1_XENLA",388,8,8
"FUR2_DROME",388,8,8
"FUR4_YEAST",389,234,258
"FURI_HUMAN",388,8,8
"FURI_MOUSE",388,8,8
"FURI_RAT",388,8,8
"FURL_DROME",388,8,8
"FURS_DROME",388,8,8
"FUS1_YEAST",390,235,259
"G24A_DICDI",391,236,260
"G24B_DICDI",391,236,260
"G25L_CANFA",392,237,261
"G2LF_HUMAN",393,238,262
"G731_HUMAN",394,239,263
"G732_HUMAN",394,239,263
"GAA1_BOVIN",395,7,7
"GAA1_CHICK",395,7,7
"GAA1_HUMAN",395,7,7
"GAA1_RAT",395,7,7
"GAA2_BOVIN",395,7,7
"GAA2_MOUSE",395,7,7
"GAA2_RAT",395,7,7
"GAA3_BOVIN",395,7,7
"GAA3_MOUSE",395,7,7
"GAA3_RAT",395,7,7
"GAA4_BOVIN",395,7,7
"GAA4_RAT",395,7,7
"GAA5_RAT",395,7,7
"GAA6_MOUSE",395,7,7
"GAA6_RAT",395,7,7
"GAB_DROME",396,7,7
"GAB_LYMST",396,7,7
"GAB1_BOVIN",396,7,7
"GAB1_HUMAN",396,7,7
"GAB1_RAT",396,7,7
"GAB2_RAT",396,7,7
"GAB3_CHICK",396,7,7
"GAB3_HUMAN",396,7,7
"GAB3_RAT",396,7,7
"GAB4_CHICK",396,7,7
"GABP_ECOLI",397,39,40
"GAC1_RAT",395,7,7
"GAC2_BOVIN",395,7,7
"GAC2_CHICK",395,7,7
"GAC2_HUMAN",395,7,7
"GAC2_MOUSE",395,7,7
"GAC2_RAT",395,7,7
"GAC3_MOUSE",395,7,7
"GAC3_RAT",395,7,7
"GAD_MOUSE",396,7,7
"GAD_RAT",396,7,7
"GAL2_YEAST",398,36,37
"GAP1_YEAST",399,39,40
"GAR1_HUMAN",396,7,7
"GAR2_HUMAN",396,7,7
"GASR_CANFA",400,6,6
"GASR_RAT",400,6,6
"GATR_BOVIN",401,72,264
"GATR_MOUSE",401,72,264
"GC1M_MOUSE",402,182,265
"GC3_MOUSE",402,182,265
"GC3M_MOUSE",402,182,265
"GCAM_MOUSE",402,182,265
"GCBM_MOUSE",402,182,265
"GCRB_RAT",403,6,6
"GCRC_MOUSE",404,6,6
"GCRT_RAT",18,6,6
"GEF_ECOLI",405,240,266
"GENA_ECOLI",406,241,267
"GENF_ECOLI",407,241,267
"GER1_BACSU",408,242,268
"GER2_BACSU",409,38,39
"GFT_HUMAN",323,192,269
"GGLO_RAT",410,243,270
"GGNT_HUMAN",411,244,271
"GGNT_MOUSE",411,244,271
"GGNT_RABIT",411,244,271
"GGT_HUMAN",412,245,272
"GGT_PIG",412,245,272
"GGT_RAT",412,245,272
"GHR_HUMAN",413,246,273
"GHR_PIG",413,246,273
"GHR_RABIT",413,246,273
"GHR_RAT",413,246,273
"GHRH_MOUSE",413,246,273
"GLCP_SYNY3",414,36,37
"GLF_ZYMMO",415,36,37
"GLGP_RAT",416,247,274
"GLP_CANFA",424,251,278
"GLP_HORSE",418,248,275
"GLP_MACFU",418,248,275
"GLP_MOUSE",418,248,275
"GLP_PIG",418,248,275
"GLP1_CAEEL",417,8,210
"GLPA_HUMAN",418,248,275
"GLPB_HUMAN",418,248,275
"GLPC_HUMAN",419,249,276
"GLPE_HUMAN",418,248,275
"GLPF_BACSU",420,8,77
"GLPF_ECOLI",421,8,77
"GLPR_RAT",422,93,100
"GLPT_ECOLI",423,250,277
"GLRA_MOUSE",425,252,279
"GLRA_RAT",425,252,279
"GLRB_MOUSE",425,252,279
"GLRB_RAT",425,252,279
"GLRC_RAT",425,252,279
"GLRD_RAT",425,252,279
"GLRE_RAT",426,252,279
"GLRK_CHICK",427,252,279
"GLRK_LYMST",428,252,279
"GLRK_RANPI",427,252,279
"GLTF_ECOLI",429,253,280
"GLTP_ECOLI",430,174,192
"GLTP_RAT",431,174,192
"GLTS_ECOLI",432,254,281
"GLTT_BACCA",430,174,192
"GLTT_BACST",430,174,192
"GMCR_HUMAN",433,255,282
"GNTP_BACSU",434,256,283
