"ID","Organelle-type","Subtype"
"COX1_SOYBN","mit",
"COX1_STRPU","mit",
"COX1_TETPY","mit",
"COX1_THEP3","pro",
"COX1_TRYBB","mit",
"COX1_WHEAT","mit",
"COX1_XENLA","mit",
"COX1_YEAST","mit",
"COX2_ACHDO","mit",
"COX2_ADABI","mit",
"COX2_AMICA","mit",
"COX2_APIME","mit",
"COX2_ASCSU","mit",
"COX2_ASTPE","mit",
"COX2_ATRSP","mit",
"COX2_BALPH","mit",
"COX2_BOVIN","mit",
"COX2_CAEEL","mit",
"COX2_CERAE","mit",
"COX2_CHICK","mit",
"COX2_CTEFE","mit",
"COX2_CYPCA","mit",
"COX2_DAUCA","mit",
"COX2_DROAI","mit",
"COX2_DROAL","mit",
"COX2_DROAM","mit",
"COX2_DROAT","mit",
"COX2_DROAZ","mit",
"COX2_DROBF","mit",
"COX2_DROLO","mit",
"COX2_DROME","mit",
"COX2_DRONR","mit",
"COX2_DROPS","mit",
"COX2_DROSU","mit",
"COX2_DROYA","mit",
"COX2_EMENI","mit",
"COX2_EXERO","mit",
"COX2_GALME","mit",
"COX2_GEOSD","mit",
"COX2_GOMVA","mit",
"COX2_GORGO","mit",
"COX2_HANSA","mit",
"COX2_HUMAN","mit",
"COX2_HYLSY","mit",
"COX2_KLULA","mit",
"COX2_LASSP","mit",
"COX2_LEITA","mit",
"COX2_LEPOC","mit",
"COX2_LOCMI","mit",
"COX2_MACFA","mit",
"COX2_MAIZE","mit",
"COX2_MARPO","mit",
"COX2_MEGAT","mit",
"COX2_MICPE","mit",
"COX2_MOUSE","mit",
"COX2_NEUCR","mit",
"COX2_OENBE","mit",
"COX2_ONCFA","mit",
"COX2_ORYSA","mit",
"COX2_PANPA","mit",
"COX2_PARDE","pro",
"COX2_PARLI","mit",
"COX2_PARPR","mit",
"COX2_PARTE","mit",
"COX2_PEA","mit",
"COX2_PERAM","mit",
"COX2_PHOVI","mit",
"COX2_PISOC","mit",
"COX2_PNECA","mit",
"COX2_PODAN","mit",
"COX2_POLSX","mit",
"COX2_RAT","mit",
"COX2_SCAPL","mit",
"COX2_SCHGR","mit",
"COX2_SCHPO","mit",
"COX2_SITGR","mit",
"COX2_SOYBN","mit",
"COX2_STRPU","mit",
"COX2_SYMST","mit",
"COX2_TRYBB","mit",
"COX2_WHEAT","mit",
"COX2_XENLA","mit",
"COX2_YEAST","mit",
"COX2_ZOOAN","mit",
"COX3_ASCSU","mit",
"COX3_BALPH","mit",
"COX3_BOVIN","mit",
"COX3_CAEEL","mit",
"COX3_CHICK","mit",
"COX3_CYPCA","mit",
"COX3_DROME","mit",
"COX3_DROYA","mit",
"COX3_EMENI","mit",
"COX3_HUMAN","mit",
"COX3_LEITA","mit",
"COX3_LOCMI","mit",
"COX3_MAIZE","mit",
"COX3_MARPO","mit",
"COX3_MOUSE","mit",
"COX3_NEUCR","mit",
"COX3_OENBE","mit",
"COX3_ONCNE","mit",
"COX3_ORYSA","mit",
"COX3_PARDE","pro",
"COX3_PARLI","mit",
"COX3_PHOVI","mit",
"COX3_PISOC","mit",
"COX3_RAT","mit",
"COX3_SALCL","mit",
"COX3_SCHCO","mit",
"COX3_SCHPO","mit",
"COX3_SOYBN","mit",
"COX3_STRPU","mit",
"COX3_WHEAT","mit",
"COX3_XENLA","mit",
"COX3_YEAST","mit",
"COX5_NEUCR","mit",
"COX6_DICDI","mit","inn"
"COX7_YEAST","mit",
"COX9_YEAST","mit",
"COXX_PARDE","pro",
"COXZ_PARDE","pro",
"COXZ_YEAST","mit",
"CP5A_CANTR",,
"CP5B_CANTR",,
"CP5C_CANMA",,
"CP5E_CANMA",,
"CP5F_CANTR",,
"CP5G_CANTR",,
"CP5H_CANTR",,
"CP5I_CANTR",,
"CP5J_CANTR",,
"CP71_PERAE",,
"CPT1_YEAST","er","mic"
"CPTR_PEA","chl",
"CPTR_SOLTU","chl",
"CPTR_SPIOL","chl",
"CPXA_ECOLI","pro","inn"
"CR1_HUMAN","er",
"CR2_HUMAN","er",
"CR2_MOUSE","er",
"CRB_DROME","er",
"CREC_ECOLI","pro",
"CRNA_EMENI",,
"CRTI_NEUCR",,
"CSCB_ECOLI","pro","inn"
"CSG_HALHA","pro",
"CSG_HALVO","pro",
"CSG_METFE","pro",
"CSG_METSC","pro",
"CTL4_HUMAN","er",
"CTL4_MOUSE","er",
"CTR_YEAST",,
"CVAB_ECOLI","pro",
"CX26_HUMAN",,
"CX26_MOUSE",,
"CX26_RAT",,
"CX30_RAT",,
"CX30_XENLA",,
"CX31_MOUSE",,
"CX31_RAT",,
"CX32_ARATH",,
"CX32_HUMAN",,
"CX32_MOUSE",,
"CX32_RAT",,
"CX33_RAT",,
"CX37_MOUSE",,
"CX38_XENLA",,
"CX40_MOUSE",,
"CX40_RAT",,
"CX42_CHICK",,
"CX43_BOVIN",,
"CX43_CHICK",,
"CX43_HUMAN",,
"CX43_MOUSE",,
"CX43_RAT",,
"CX43_XENLA",,
"CX45_CANFA",,
"CX45_CHICK",,
"CX45_MOUSE",,
"CX46_RAT",,
"CX50_MOUSE",,
"CX56_CHICK",,
"CY1_BOVIN","mit",
"CY1_EUGGR","mit",
"CY1_HUMAN","mit",
"CY1_NEUCR","mit",
"CY1_PARDE","pro",
"CY1_RHOCA","pro",
"CY1_RHORU","pro",
"CY1_RHOSH","pro",
"CY1_YEAST","mit",
"CY11_SOLTU","mit",
"CY12_SOLTU","mit",
"CY14_NEUCR","er",
"CYA1_BOVIN","er",
"CYA2_RAT","er",
"CYA3_RAT","er",
"CYA4_RAT","er",
"CYB_ACITR","mit",
"CYB_AKOAN","mit",
"CYB_AKOBO","mit",
"CYB_AKOJE","mit",
"CYB_AKOJU","mit",
"CYB_AKOKO","mit",
"CYB_AKOMO","mit",
"CYB_AKOPU","mit",
"CYB_AKOSU","mit",
"CYB_AKOTO","mit",
"CYB_AMBMA","mit",
"CYB_AMICA","mit",
"CYB_AMPST","mit",
"CYB_ANTAM","mit",
"CYB_ASCSU","mit",
"CYB_ATRSP","mit",
"CYB_BALPH","mit",
"CYB_BOLAM","mit",
"CYB_BOVIN","mit",
"CYB_CAEEL","mit",
"CYB_CAMDR","mit",
"CYB_CAPHI","mit",
"CYB_CATGU","mit",
"CYB_CHICK","mit",
"CYB_CHLRE","mit",
"CYB_CHLSM","mit",
"CYB_CICCE","mit",
"CYB_CICNI","mit",
"CYB_COLRU","mit",
"CYB_CORME","mit",
"CYB_CYPCA","mit",
"CYB_DAMDA","mit",
"CYB_DICBI","mit",
"CYB_DIPCA","mit",
"CYB_DIPHE","mit",
"CYB_DIPPA","mit",
"CYB_DROME","mit",
"CYB_DROYA","mit",
"CYB_EMENI","mit",
"CYB_EPIAL","mit",
"CYB_EQUGR","mit",
"CYB_GEOSD","mit",
"CYB_GIRCA","mit",
"CYB_GOMVA","mit",
"CYB_GYMTI","mit",
"CYB_HUMAN","mit",
"CYB_JULRE","mit",
"CYB_LEITA","mit",
"CYB_LEPOC","mit",
"CYB_LOXAF","mit",
"CYB_MAIZE","mit",
"CYB_MARPO","mit",
"CYB_MEGAT","mit",
"CYB_MICMI","mit",
"CYB_MOUSE","mit",
"CYB_NEUCR","mit",
"CYB_ODOHE","mit",
"CYB_OENBE","mit",
"CYB_ORYSA","mit",
"CYB_PARDE","pro",
"CYB_PARIN","mit",
"CYB_PARLI","mit",
"CYB_PARTE","mit",
"CYB_PHOVI","mit",
"CYB_PIG","mit",
"CYB_PITSO","mit",
"CYB_POLSX","mit",
"CYB_POMIS","mit",
"CYB_POMNI","mit",
"CYB_POMRU","mit",
"CYB_POMSU","mit",
"CYB_POMTE","mit",
"CYB_PTIPL","mit",
"CYB_RANCA","mit",
"CYB_RAT","mit",
"CYB_RHOCA","pro",
"CYB_RHORU","pro",
"CYB_RHOSH","pro",
"CYB_SALTR","mit",
"CYB_SCAPL","mit",
"CYB_SCHPO","mit",
"CYB_SCYMA","mit",
"CYB_SHEEP","mit",
"CYB_SOLTU","mit",
"CYB_STEAT","mit",
"CYB_STRPU","mit",
"CYB_TAYTA","mit",
"CYB_THOTO","mit",
"CYB_THRDO","mit",
"CYB_TRANA","mit",
"CYB_TRYBB","mit",
"CYB_VICFA","mit",
"CYB_WHEAT","mit",
"CYB_XENLA","mit",
"CYB_YEAST","mit",
"CYB5_BOVIN","er","mic"
"CYB5_CHICK","er","mic"
"CYB5_HORSE","er","mic"
"CYB5_HUMAN","er","mic"
"CYB5_PIG","er","mic"
"CYB5_RABIT","er","mic"
"CYB5_RAT","er","mic"
"CYB6_CHLPR","chl",
"CYB6_CHLRE","chl",
"CYB6_MAIZE","chl",
"CYB6_MARPO","chl",
"CYB6_NOSSP","pro",
"CYB6_ORYSA","chl",
"CYB6_PROHO","pro",
"CYB6_SPIOL","chl",
"CYB6_SYNP2","pro",
"CYB6_TOBAC","chl",
"CYB6_WHEAT","chl",
"CYBA_STELO","mit",
"CYBB_STELO","mit",
"CYCM_BRAJA","pro",
"CYDA_ECOLI","pro",
"CYDB_ECOLI","pro",
"CYF_CHLRE","chl","thy"
"CYF_MARPO","chl","thy"
"CYF_OENHO","chl","thy"
"CYF_ORYSA","chl","thy"
"CYF_PEA","chl","thy"
"CYF_SPIOL","chl","thy"
"CYF_TOBAC","chl","thy"
"CYF_VICFA","chl","thy"
"CYF_WHEAT","chl","thy"
"CYGR_ARBPU","er",
"CYGS_STRPU","er",
"CYL3_STOHE",,
"CYM5_RAT","mit",
"CYOA_ECOLI","pro",
"CYOB_ECOLI","pro",
"CYOC_ECOLI","pro",
"CYOD_ECOLI","pro",
"CYOE_ECOLI","pro",
"CYPR_CALVI","er",
"CYPR_DROME","er",
"CYPR_YEAST","er",
"CYST_ECOLI","pro","inn"
"CYST_SYNP7","pro","inn"
"CYST_SYNY3","pro","inn"
"CYSW_ECOLI","pro","inn"
"CYSW_SYNP7","pro","inn"
"D2DR_BOVIN","er","pla"
"D2DR_HUMAN","er","pla"
"D2DR_RAT","er","pla"
"D2DR_XENLA","er","pla"
"D3DR_MOUSE","er","pla"
"D3DR_RAT","er","pla"
"D4DR_HUMAN","er","pla"
"D4DR_RAT","er","pla"
"D5DR_HUMAN","er","pla"
"DADR_HUMAN","er","pla"
"DADR_RAT","er","pla"
"DAF1_CAEEL","er",
"DAL5_YEAST",,
"DAP2_YEAST","er",
"DBDR_RAT","er","pla"
"DCIB_BACSU","pro","inn"
"DCIC_BACSU","pro","inn"
"DCOB_KLEPN","pro",
"DCOG_KLEPN","pro",
"DCTA_RHILE","pro",
"DCTA_RHIME","pro",
"DCTB_RHILE","pro",
"DCTB_RHIME","pro",
"DEG1_CAEEL",,
"DHG_ECOLI","pro",
"DHG_GLUOX","pro",
"DHGA_ACICA","pro",
"DHSC_BACSU","pro",
"DIVB_BACSU","pro",
"DMSC_ECOLI","pro",
"DPM1_YEAST",,
"DPP4_HUMAN","er",
"DPP4_RAT","er",
"DPTP_DROME","er",
"DSBB_ECOLI","pro","inn"
"DTCM_MOUSE","er",
"E2_HUMAN","er",
"E310_ADE02","vir",
"E310_ADE03","vir",
"E310_ADE05","vir",
"E310_ADE07","vir",
"E311_ADE02","vir",
"E311_ADE05","vir",
"E315_ADE02","vir",
"E315_ADE03","vir",
"E315_ADE05","vir",
"E315_ADE07","vir",
"E3GL_ADE02","vir",
"E3GL_ADE03","vir",
"E3GL_ADE05","vir",
"E3GL_ADE35","vir",
"E3GL_ADEM1","vir",
"EAR_EBV","vir",
"EBR_STAAU","pro",
"ECTO_RAT","er",
"EDG1_HUMAN","er","pla"
"EGF_HUMAN",,
"EGF_MOUSE",,
"EGFR_CHICK","er",
"EGFR_DROME","er",
"EGFR_HUMAN","er",
"EGLN_HUMAN","er",
"ELFT_HUMAN","er",
"ELI_PEA","chl",
"ELI5_HORVU","chl",
"ELI6_HORVU","chl",
"ELI9_HORVU","chl",
"EMRB_ECOLI","pro",
"ENDR_BOVIN","er",
"ENV_BAEVM","vir",
"ENV_BIV06","vir",
"ENV_BIV27","vir",
"ENV_BLVAF","vir",
"ENV_BLVAU","vir",
"ENV_BLVAV","vir",
"ENV_BLVB2","vir",
"ENV_BLVB5","vir",
"ENV_BLVJ","vir",
"ENV_EIAV1","vir",
"ENV_EIAV2","vir",
"ENV_EIAV3","vir",
"ENV_EIAV5","vir",
"ENV_EIAV9","vir",
"ENV_EIAVW","vir",
"ENV_EIAVY","vir",
"ENV_FIVPE","vir",
"ENV_FIVSD","vir",
"ENV_FOAMV","vir",
"ENV_GALV","vir",
"ENV_HIV10","vir",
"ENV_HIV13","vir",
"ENV_HIV14","vir",
"ENV_HIV16","vir",
"ENV_HIV18","vir",
"ENV_HIV1A","vir",
"ENV_HIV1B","vir",
"ENV_HIV1C","vir",
"ENV_HIV1D","vir",
"ENV_HIV1E","vir",
"ENV_HIV1F","vir",
"ENV_HIV1G","vir",
"ENV_HIV1H","vir",
"ENV_HIV1I","vir",
"ENV_HIV1J","vir",
"ENV_HIV1K","vir",
"ENV_HIV1L","vir",
"ENV_HIV1M","vir",
"ENV_HIV1N","vir",
"ENV_HIV1O","vir",
"ENV_HIV1P","vir",
"ENV_HIV1R","vir",
"ENV_HIV1S","vir",
"ENV_HIV1V","vir",
"ENV_HIV1W","vir",
"ENV_HIV1X","vir",
"ENV_HIV1Y","vir",
"ENV_HIV1Z","vir",
"ENV_HIV21","vir",
"ENV_HIV2B","vir",
"ENV_HIV2C","vir",
"ENV_HIV2D","vir",
"ENV_HIV2G","vir",
"ENV_HIV2I","vir",
"ENV_HIV2N","vir",
"ENV_HIV2R","vir",
"ENV_HIV2S","vir",
"ENV_HTL1A","vir",
"ENV_HTL1C","vir",
"ENV_HTL1M","vir",
"ENV_HTLV2","vir",
"ENV_MLVF5","vir",
"ENV_MLVFF","vir",
"ENV_MLVFP","vir",
"ENV_MLVHO","vir",
"ENV_OMVVS","vir",
"ENV_SFV1","vir",
"ENV_SFV3L","vir",
"ENV_SIVA1","vir",
"ENV_SIVAG","vir",
"ENV_SIVAT","vir",
"ENV_SIVCZ","vir",
"ENV_SIVGB","vir",
"ENV_SIVM1","vir",
"ENV_SIVM2","vir",
"ENV_SIVMK","vir",
"ENV_SIVML","vir",
"ENV_SIVS4","vir",
"ENV_SIVSP","vir",
"ENV_SMRVH","vir",
"ENV_VILV","vir",
"ENV_VILV1","vir",
"ENV_VILV2","vir",
"ENVD_ECOLI","pro",
"ENVZ_ECOLI","pro","inn"
"ENVZ_SALTY","pro","inn"
"EPIA_HUMAN","er",
"EPIB_HUMAN","er",
"EPOR_HUMAN","er",
"EPOR_MOUSE","er",
"EPT1_YEAST","er","mic"
"ERB2_HUMAN","er",
"ERB3_HUMAN","er",
"ERD1_YEAST","er","er"
"ERD2_HUMAN","er","er"
"ERD2_KLULA","er","er"
"ERD2_YEAST","er","er"
"ERG9_YEAST",,
"ERS1_YEAST",,
"ET1B_BOVIN","er","pla"
"ET1R_BOVIN","er","pla"
"ET1R_HUMAN","er","pla"
"ET1R_RAT","er","pla"
"ETBR_HUMAN","er","pla"
"ETBR_RAT","er","pla"
"EVI2_HUMAN","er",
"EVI2_MOUSE","er",
"EXBB_ECOLI","pro",
"EXBB_SALTY","pro",
"EXBD_ECOLI","pro",
"EXOY_RHISN","pro",
"EXP1_PLAFA",,
"FADL_ECOLI","pro","out"
"FASA_HUMAN","er",
"FASA_MOUSE","er",
"FCAR_HUMAN","er",
"FCE1_RAT","er",
"FCE2_HUMAN","er",
"FCE2_MOUSE","er",
"FCE2_RAT","er",
"FCEA_HUMAN","er",
"FCEA_MOUSE","er",
"FCEB_HUMAN",,
"FCEB_MOUSE",,
"FCEB_RAT",,
"FCEG_HUMAN",,
"FCEG_MOUSE",,
"FCEG_RAT",,
"FCG0_HUMAN","er",
"FCG1_HUMAN","er",
"FCG1_MOUSE","er",
"FCG2_HUMAN","er",
"FCG2_MOUSE","er",
"FCG3_HUMAN","er",
"FCG3_MOUSE","er",
"FCG3_RAT","er",
"FCGN_RAT","er",
"FCGX_MOUSE","er",
"FCN3_DROME","er",
"FCY2_YEAST","er",
"FDNH_ECOLI","pro",
"FDNI_ECOLI","pro",
"FEPD_ECOLI","pro",
"FEPG_ECOLI","pro",
"FGR1_CHICK","er",
"FGR1_HUMAN","er",
"FGR1_MOUSE","er",
"FGR1_XENLA","er",
"FGR2_HUMAN","er",
"FGR3_HUMAN","er",
"FGR4_HUMAN","er",
"FIXG_RHIME","pro",
"FIXH_RHIME","pro",
"FIXI_RHIME","pro",
"FIXL_AZOCA","pro",
"FIXL_BRAJA","pro",
"FIXL_RHIME","pro",
"FIXS_RHIME","pro",
"FLAP_HORSE",,
"FLAP_HUMAN",,
"FLAP_MACMU",,
"FLAP_MOUSE",,
"FLAP_PIG",,
"FLAP_RABIT",,
"FLAP_RAT",,
"FLAP_SHEEP",,
"FLK2_MOUSE","er",
"FLMA_ECOLI","pro",
"FM1_ACTVI","pro",
"FM2_ACTNA","pro",
"FML1_HUMAN","er","pla"
"FML2_HUMAN","er","pla"
"FMLR_HUMAN","er","pla"
"FMOH_PIG","er","mic"
"FMOH_RABIT","er","mic"
"FMOL_RABIT","er","mic"
"FNBA_STAAU","pro",
"FPS1_YEAST",,
"FRDC_ECOLI","pro",
"FRDC_PROVU","pro",
"FRDC_WOLSU","pro",
"FRDD_ECOLI","pro",
"FRDD_PROVU","pro",
"FRIZ_DROME",,
"FSH_DROME",,
"FSHR_HUMAN","er","pla"
"FSHR_RAT","er","pla"
"FTSL_ECOLI","pro",
"FUR1_XENLA","er",
"FUR2_DROME","er",
"FUR4_YEAST",,
"FURI_HUMAN","er",
"FURI_MOUSE","er",
"FURI_RAT","er",
"FURL_DROME","er",
"FURS_DROME","er",
"FUS1_YEAST","er",
"G24A_DICDI","er",
"G24B_DICDI","er",
"G25L_CANFA","er","er"
"G2LF_HUMAN","er","gol"
"G731_HUMAN","er",
"G732_HUMAN","er",
"GAA1_BOVIN","er","pla"
"GAA1_CHICK","er","pla"
"GAA1_HUMAN","er","pla"
"GAA1_RAT","er","pla"
"GAA2_BOVIN","er","pla"
"GAA2_MOUSE","er","pla"
"GAA2_RAT","er","pla"
"GAA3_BOVIN","er","pla"
"GAA3_MOUSE","er","pla"
"GAA3_RAT","er","pla"
"GAA4_BOVIN","er","pla"
"GAA4_RAT","er","pla"
"GAA5_RAT","er","pla"
"GAA6_MOUSE","er","pla"
"GAA6_RAT","er","pla"
"GAB_DROME","er","pla"
"GAB_LYMST","er","pla"
"GAB1_BOVIN","er","pla"
"GAB1_HUMAN","er","pla"
"GAB1_RAT","er","pla"
"GAB2_RAT","er","pla"
"GAB3_CHICK","er","pla"
"GAB3_HUMAN","er","pla"
"GAB3_RAT","er","pla"
"GAB4_CHICK","er","pla"
"GABP_ECOLI","pro",
"GAC1_RAT","er","pla"
"GAC2_BOVIN","er","pla"
"GAC2_CHICK","er","pla"
"GAC2_HUMAN","er","pla"
"GAC2_MOUSE","er","pla"
"GAC2_RAT","er","pla"
"GAC3_MOUSE","er","pla"
"GAC3_RAT","er","pla"
"GAD_MOUSE","er","pla"
"GAD_RAT","er","pla"
"GAL2_YEAST",,
"GAP1_YEAST",,
"GAR1_HUMAN","er","pla"
"GAR2_HUMAN","er","pla"
"GASR_CANFA","er","pla"
"GASR_RAT","er","pla"
"GATR_BOVIN","er","gol"
"GATR_MOUSE","er","gol"
"GC1M_MOUSE","er",
"GC3_MOUSE","er",
"GC3M_MOUSE","er",
"GCAM_MOUSE",,
"GCBM_MOUSE",,
"GCRB_RAT","er","pla"
"GCRC_MOUSE","er","pla"
"GCRT_RAT","er","pla"
"GEF_ECOLI","pro",
"GENA_ECOLI","pro",
"GENF_ECOLI","pro",
"GER1_BACSU","pro",
"GER2_BACSU","pro",
"GFT_HUMAN","er","gol"
"GGLO_RAT","er","mic"
"GGNT_HUMAN","er","gol"
"GGNT_MOUSE","er","gol"
"GGNT_RABIT","er","gol"
"GGT_HUMAN","er",
"GGT_PIG","er",
"GGT_RAT","er",
"GHR_HUMAN","er",
"GHR_PIG","er",
"GHR_RABIT","er",
"GHR_RAT","er",
"GHRH_MOUSE","er",
"GLCP_SYNY3","pro",
"GLF_ZYMMO","pro",
"GLGP_RAT","er","pla"
"GLP_CANFA","er",
"GLP_HORSE","er",
"GLP_MACFU","er",
"GLP_MOUSE","er",
"GLP_PIG","er",
"GLP1_CAEEL","er",
"GLPA_HUMAN","er",
"GLPB_HUMAN","er",
"GLPC_HUMAN","er",
"GLPE_HUMAN","er",
"GLPF_BACSU","pro",
"GLPF_ECOLI","pro",
"GLPR_RAT","er","pla"
"GLPT_ECOLI","pro",
"GLRA_MOUSE","er","pla"
"GLRA_RAT","er","pla"
"GLRB_MOUSE","er","pla"
"GLRB_RAT","er","pla"
"GLRC_RAT","er","pla"
"GLRD_RAT","er","pla"
"GLRE_RAT","er","pla"
"GLRK_CHICK","er","pla"
"GLRK_LYMST","er","pla"
"GLRK_RANPI","er","pla"
"GLTF_ECOLI","pro",
"GLTP_ECOLI","pro",
"GLTP_RAT","er",
"GLTS_ECOLI","pro",
"GLTT_BACCA","pro",
"GLTT_BACST","pro",
"GMCR_HUMAN","er",
"GNTP_BACSU","pro",
"GP1A_HUMAN","er",
"GP1B_HUMAN","er",
"GP21_RAT","er",
"GP34_HUMAN","er",
"GPIX_HUMAN","er",
"GPT_CRILO","er","er"
"GPT_YEAST",,
"GRA1_HUMAN","er","pla"
"GRA1_RAT","er","pla"
"GRA2_HUMAN","er","pla"
"GRA2_RAT","er","pla"
"GRA3_RAT","er","pla"
"GRB_RAT","er","pla"
"GRPR_HUMAN","er","pla"
"GRPR_MOUSE","er","pla"
"GTR1_BOVIN","er",
"GTR1_HUMAN","er",
"GTR1_MOUSE","er",
"GTR1_PIG","er",
"GTR1_RABIT","er",
"GTR1_RAT","er",
"GTR2_HUMAN","er",
"GTR2_MOUSE","er",
"GTR2_RAT","er",
"GTR3_CHICK","er",
"GTR3_HUMAN","er",
"GTR4_HUMAN","er",
"GTR4_MOUSE","er",
"GTR4_RAT","er",
"GTR5_HUMAN","er",
"GTR7_RAT","er","er"
"GYLA_STRCO","pro",
"HA10_MOUSE","er",
"HA11_MOUSE","er",
"HA11_RAT","er",
"HA12_MOUSE","er",
"HA12_RAT","er",
"HA13_MOUSE","er",
"HA14_MOUSE","er",
"HA15_MOUSE","er",
"HA17_MOUSE","er",
"HA18_MOUSE","er",
"HA19_CANFA","er",
"HA19_MOUSE","er",
"HA1A_BOVIN","er",
"HA1A_RABIT","er",
"HA1B_BOVIN","er",
"HA1B_MOUSE","er",
"HA1B_RABIT","er",
"HA1D_MOUSE","er",
"HA1F_CHICK","er",
"HA1K_MOUSE","er",
"HA1L_MOUSE","er",
"HA1Q_MOUSE","er",
"HA1T_MOUSE","er",
"HA1U_MOUSE","er",
"HA1W_MOUSE","er",
"HA1Y_MOUSE","er",
"HA1Z_MOUSE","er",
"HA21_HUMAN","er",
"HA21_MOUSE","er",
"HA22_HUMAN","er",
"HA22_MOUSE","er",
"HA23_HUMAN","er",
"HA23_MOUSE","er",
"HA24_HUMAN","er",
"HA25_HUMAN","er",
"HA26_HUMAN","er",
"HA27_HUMAN","er",
"HA2B_MOUSE","er",
"HA2B_RAT","er",
"HA2C_PIG","er",
"HA2D_MOUSE","er",
"HA2D_PIG","er",
"HA2F_MOUSE","er",
"HA2J_MOUSE","er",
"HA2K_MOUSE","er",
"HA2P_HUMAN","er",
"HA2P_RABIT","er",
"HA2Q_HUMAN","er",
"HA2Q_MOUSE","er",
"HA2R_HUMAN","er",
"HA2R_MOUSE","er",
"HA2S_MOUSE","er",
"HA2U_MOUSE","er",
"HA2Z_HUMAN","er",
"HAM1_MOUSE",,
"HB15_HUMAN","er",
"HB21_HUMAN","er",
"HB21_MOUSE","er",
"HB21_SPAEH","er",
"HB22_HUMAN","er",
"HB22_MOUSE","er",
"HB23_HUMAN","er",
"HB23_MOUSE","er",
"HB24_HUMAN","er",
"HB24_MOUSE","er",
"HB25_HUMAN","er",
"HB2A_HUMAN","er",
"HB2A_MOUSE","er",
"HB2A_RAT","er",
"HB2B_HUMAN","er",
"HB2B_RAT","er",
"HB2C_HUMAN","er",
"HB2C_PIG","er",
"HB2D_CANFA","er",
"HB2D_HUMAN","er",
"HB2D_MOUSE","er",
"HB2D_PIG","er",
"HB2D_RAT","er",
"HB2E_HUMAN","er",
"HB2F_HUMAN","er",
"HB2F_MOUSE","er",
"HB2G_HUMAN","er",
"HB2H_HUMAN","er",
"HB2I_HUMAN","er",
"HB2I_MOUSE","er",
"HB2J_HUMAN","er",
"HB2J_MOUSE","er",
"HB2K_HUMAN","er",
"HB2K_MOUSE","er",
"HB2L_CHICK","er",
"HB2O_HUMAN","er",
"HB2O_PANTR","er",
"HB2P_HUMAN","er",
"HB2P_RABIT","er",
"HB2Q_HUMAN","er",
"HB2Q_MOUSE","er",
"HB2S_HUMAN","er",
"HB2S_MOUSE","er",
"HB2T_HUMAN","er",
"HB2U_MOUSE","er",
"HB2X_HUMAN","er",
"HBP_AEGCR","chl",
"HBP_MARPO","chl",
"HBP_ORYSA","chl",
"HBP_PEA","chl",
"HBP_TOBAC","chl",
"HBP_VICFA","chl",
"HEMA_CDVO","vir","env"
"HEMA_MEASE","vir","env"
"HEMA_MEASH","vir","env"
"HEMA_MEASI","vir","env"
"HEMA_MEASY","vir","env"
"HEMA_MUMPM","vir","env"
"HEMA_MUMPR","vir","env"
"HEMA_MUMPS","vir","env"
"HEMA_NDVA","vir","env"
"HEMA_NDVB","vir","env"
"HEMA_NDVD","vir","env"
"HEMA_NDVH","vir","env"
"HEMA_NDVI","vir","env"
"HEMA_NDVM","vir","env"
"HEMA_NDVQ","vir","env"
"HEMA_NDVTG","vir","env"
"HEMA_NDVU","vir","env"
"HEMA_PHODV","vir","env"
"HEMA_PI1HW","vir","env"
"HEMA_PI2H","vir","env"
"HEMA_PI2HT","vir","env"
"HEMA_PI3B","vir","env"
"HEMA_PI3H4","vir","env"
"HEMA_PI3HA","vir","env"
"HEMA_PI3HT","vir","env"
"HEMA_PI3HU","vir","env"
"HEMA_PI3HV","vir","env"
"HEMA_PI3HW","vir","env"
"HEMA_PI3HX","vir","env"
"HEMA_PI4HA","vir","env"
"HEMA_RACVI","vir","env"
"HEMA_RINDK","vir","env"
"HEMA_RINDL","vir","env"
"HEMA_SEND5","vir","env"
"HEMA_SENDF","vir","env"
"HEMA_SENDH","vir","env"
"HEMA_SENDJ","vir","env"
"HEMA_SENDZ","vir","env"
"HEMA_SV41","vir","env"
"HEMA_SV5","vir","env"
"HEMA_SV5CM","vir","env"
"HEMA_SV5CP","vir","env"
"HEMA_SV5LN","vir","env"
"HEMA_VACCC","vir","env"
"HEMA_VACCI","vir","env"
"HEMA_VACCT","vir","env"
"HEMA_VACCV","vir","env"
"HEPS_HUMAN",,
"HG2A_HUMAN","er",
"HG2A_MOUSE","er",
"HG2A_RAT","er",
"HH1R_BOVIN","er","pla"
"HH2R_CANFA","er","pla"
"HH2R_HUMAN","er","pla"
"HH2R_RAT","er","pla"
"HIP1_YEAST",,
"HISM_ECOLI","pro","inn"
"HISM_SALTY","pro","inn"
"HISQ_SALTY","pro","inn"
"HLAE_HUMAN","er",
"HLAE_PONPY","er",
"HLAF_HUMAN","er",
"HLAG_HUMAN","er",
"HLAH_HUMAN","er",
"HLD_STAAU","pro",
"HLY2_ECOLI","pro",
"HLYB_ACTPL","pro",
"HLYB_ECOLI","pro",
"HLYB_PROMI","pro","out"
"HLYB_PROVU","pro",
"HLYB_SERMA","pro","out"
"HLYB_VIBCH","pro",
"HMD1_HEVBR","er","er"
"HMD1_YEAST","er","er"
"HMD2_HEVBR","er","er"
"HMD2_YEAST","er","er"
