"ID","Nterm"
"CX32_ARATH","i"
"CX32_HUMAN","i"
"CX32_MOUSE","i"
"CX32_RAT","i"
"CX33_RAT","i"
"CX37_MOUSE","i"
"CX38_XENLA","i"
"CX40_MOUSE","i"
"CX40_RAT","i"
"CX42_CHICK","i"
"CX43_BOVIN","i"
"CX43_CHICK","i"
"CX43_HUMAN","i"
"CX43_MOUSE","i"
"CX43_RAT","i"
"CX43_XENLA","i"
"CX45_CANFA","i"
"CX45_CHICK","i"
"CX45_MOUSE","i"
"CX46_RAT","i"
"CX50_MOUSE","i"
"CX56_CHICK","i"
"CY1_BOVIN",
"CY1_EUGGR",
"CY1_HUMAN",
"CY1_NEUCR",
"CY1_PARDE",
"CY1_RHOCA",
"CY1_RHORU",
"CY1_RHOSH",
"CY1_YEAST",
"CY11_SOLTU",
"CY12_SOLTU",
"CY14_NEUCR",
"CYA1_BOVIN","i"
"CYA2_RAT",
"CYA3_RAT",
"CYA4_RAT","i"
"CYB_ACITR",
"CYB_AKOAN",
"CYB_AKOBO",
"CYB_AKOJE",
"CYB_AKOJU",
"CYB_AKOKO",
"CYB_AKOMO",
"CYB_AKOPU",
"CYB_AKOSU",
"CYB_AKOTO",
"CYB_AMBMA",
"CYB_AMICA",
"CYB_AMPST",
"CYB_ANTAM",
"CYB_ASCSU",
"CYB_ATRSP",
"CYB_BALPH",
"CYB_BOLAM",
"CYB_BOVIN",
"CYB_CAEEL",
"CYB_CAMDR",
"CYB_CAPHI",
"CYB_CATGU",
"CYB_CHICK",
"CYB_CHLRE",
"CYB_CHLSM",
"CYB_CICCE",
"CYB_CICNI",
"CYB_COLRU",
"CYB_CORME",
"CYB_CYPCA",
"CYB_DAMDA",
"CYB_DICBI",
"CYB_DIPCA",
"CYB_DIPHE",
"CYB_DIPPA",
"CYB_DROME",
"CYB_DROYA",
"CYB_EMENI",
"CYB_EPIAL",
"CYB_EQUGR",
"CYB_GEOSD",
"CYB_GIRCA",
"CYB_GOMVA",
"CYB_GYMTI",
"CYB_HUMAN",
"CYB_JULRE",
"CYB_LEITA",
"CYB_LEPOC",
"CYB_LOXAF",
"CYB_MAIZE",
"CYB_MARPO",
"CYB_MEGAT",
"CYB_MICMI",
"CYB_MOUSE",
"CYB_NEUCR",
"CYB_ODOHE",
"CYB_OENBE",
"CYB_ORYSA",
"CYB_PARDE",
"CYB_PARIN",
"CYB_PARLI",
"CYB_PARTE",
"CYB_PHOVI",
"CYB_PIG",
"CYB_PITSO",
"CYB_POLSX",
"CYB_POMIS",
"CYB_POMNI",
"CYB_POMRU",
"CYB_POMSU",
"CYB_POMTE",
"CYB_PTIPL",
"CYB_RANCA",
"CYB_RAT",
"CYB_RHOCA",
"CYB_RHORU",
"CYB_RHOSH",
"CYB_SALTR",
"CYB_SCAPL",
"CYB_SCHPO",
"CYB_SCYMA",
"CYB_SHEEP",
"CYB_SOLTU",
"CYB_STEAT",
"CYB_STRPU",
"CYB_TAYTA",
"CYB_THOTO",
"CYB_THRDO",
"CYB_TRANA",
"CYB_TRYBB",
"CYB_VICFA",
"CYB_WHEAT",
"CYB_XENLA",
"CYB_YEAST",
"CYB5_BOVIN",
"CYB5_CHICK",
"CYB5_HORSE",
"CYB5_HUMAN",
"CYB5_PIG",
"CYB5_RABIT",
"CYB5_RAT",
"CYB6_CHLPR",
"CYB6_CHLRE",
"CYB6_MAIZE",
"CYB6_MARPO",
"CYB6_NOSSP",
"CYB6_ORYSA",
"CYB6_PROHO",
"CYB6_SPIOL",
"CYB6_SYNP2",
"CYB6_TOBAC",
"CYB6_WHEAT",
"CYBA_STELO",
"CYBB_STELO",
"CYCM_BRAJA",
"CYDA_ECOLI","i"
"CYDB_ECOLI","i"
"CYF_CHLRE",
"CYF_MARPO",
"CYF_OENHO",
"CYF_ORYSA",
"CYF_PEA",
"CYF_SPIOL",
"CYF_TOBAC",
"CYF_VICFA",
"CYF_WHEAT",
"CYGR_ARBPU","o"
"CYGS_STRPU","o"
"CYL3_STOHE",
"CYM5_RAT",
"CYOA_ECOLI","o"
"CYOB_ECOLI","o"
"CYOC_ECOLI","i"
"CYOD_ECOLI","i"
"CYOE_ECOLI","i"
"CYPR_CALVI",
"CYPR_DROME",
"CYPR_YEAST",
"CYST_ECOLI",
"CYST_SYNP7",
"CYST_SYNY3",
"CYSW_ECOLI",
"CYSW_SYNP7",
"D2DR_BOVIN","o"
"D2DR_HUMAN","o"
"D2DR_RAT","o"
"D2DR_XENLA","o"
"D3DR_MOUSE","o"
"D3DR_RAT","o"
"D4DR_HUMAN","o"
"D4DR_RAT","o"
"D5DR_HUMAN","o"
"DADR_HUMAN","o"
"DADR_RAT","o"
"DAF1_CAEEL","o"
"DAL5_YEAST",
"DAP2_YEAST","i"
"DBDR_RAT","o"
"DCIB_BACSU",
"DCIC_BACSU",
"DCOB_KLEPN",
"DCOG_KLEPN",
"DCTA_RHILE",
"DCTA_RHIME",
"DCTB_RHILE","i"
"DCTB_RHIME","i"
"DEG1_CAEEL",
"DHG_ECOLI",
"DHG_GLUOX",
"DHGA_ACICA",
"DHSC_BACSU",
"DIVB_BACSU",
"DMSC_ECOLI",
"DPM1_YEAST",
"DPP4_HUMAN","i"
"DPP4_RAT","i"
"DPTP_DROME","o"
"DSBB_ECOLI",
"DTCM_MOUSE","o"
"E2_HUMAN",
"E310_ADE02","o"
"E310_ADE03","o"
"E310_ADE05","o"
"E310_ADE07","o"
"E311_ADE02",
"E311_ADE05",
"E315_ADE02",
"E315_ADE03",
"E315_ADE05",
"E315_ADE07",
"E3GL_ADE02",
"E3GL_ADE03",
"E3GL_ADE05",
"E3GL_ADE35",
"E3GL_ADEM1",
"EAR_EBV",
"EBR_STAAU",
"ECTO_RAT",
"EDG1_HUMAN","o"
"EGF_HUMAN","o"
"EGF_MOUSE",
"EGFR_CHICK",
"EGFR_DROME","o"
"EGFR_HUMAN","o"
"EGLN_HUMAN","o"
"ELFT_HUMAN",
"ELI_PEA",
"ELI5_HORVU",
"ELI6_HORVU",
"ELI9_HORVU",
"EMRB_ECOLI",
"ENDR_BOVIN",
"ENV_BAEVM",
"ENV_BIV06",
"ENV_BIV27",
"ENV_BLVAF",
"ENV_BLVAU",
"ENV_BLVAV",
"ENV_BLVB2",
"ENV_BLVB5",
"ENV_BLVJ",
"ENV_EIAV1",
"ENV_EIAV2",
"ENV_EIAV3",
"ENV_EIAV5",
"ENV_EIAV9",
"ENV_EIAVW",
"ENV_EIAVY",
"ENV_FIVPE",
"ENV_FIVSD",
"ENV_FOAMV",
"ENV_GALV",
"ENV_HIV10",
"ENV_HIV13",
"ENV_HIV14",
"ENV_HIV16",
"ENV_HIV18",
"ENV_HIV1A",
"ENV_HIV1B",
"ENV_HIV1C",
"ENV_HIV1D",
"ENV_HIV1E",
"ENV_HIV1F",
"ENV_HIV1G",
"ENV_HIV1H",
"ENV_HIV1I",
"ENV_HIV1J",
"ENV_HIV1K",
"ENV_HIV1L",
"ENV_HIV1M",
"ENV_HIV1N",
"ENV_HIV1O",
"ENV_HIV1P",
"ENV_HIV1R",
"ENV_HIV1S",
"ENV_HIV1V",
"ENV_HIV1W",
"ENV_HIV1X",
"ENV_HIV1Y",
"ENV_HIV1Z",
"ENV_HIV21",
"ENV_HIV2B",
"ENV_HIV2C",
"ENV_HIV2D",
"ENV_HIV2G",
"ENV_HIV2I",
"ENV_HIV2N",
"ENV_HIV2R",
"ENV_HIV2S",
"ENV_HTL1A",
"ENV_HTL1C",
"ENV_HTL1M",
"ENV_HTLV2",
"ENV_MLVF5",
"ENV_MLVFF",
"ENV_MLVFP",
"ENV_MLVHO",
"ENV_OMVVS",
"ENV_SFV1",
"ENV_SFV3L",
"ENV_SIVA1",
"ENV_SIVAG",
"ENV_SIVAT",
"ENV_SIVCZ",
"ENV_SIVGB",
"ENV_SIVM1",
"ENV_SIVM2",
"ENV_SIVMK",
"ENV_SIVML",
"ENV_SIVS4",
"ENV_SIVSP",
"ENV_SMRVH",
"ENV_VILV",
"ENV_VILV1",
"ENV_VILV2",
"ENVD_ECOLI",
"ENVZ_ECOLI",
"ENVZ_SALTY",
"EPIA_HUMAN",
"EPIB_HUMAN",
"EPOR_HUMAN",
"EPOR_MOUSE",
"EPT1_YEAST","o"
"ERB2_HUMAN","o"
"ERB3_HUMAN","o"
"ERD1_YEAST",
"ERD2_HUMAN",
"ERD2_KLULA",
"ERD2_YEAST",
"ERG9_YEAST",
"ERS1_YEAST",
"ET1B_BOVIN","o"
"ET1R_BOVIN","o"
"ET1R_HUMAN","o"
"ET1R_RAT","o"
"ETBR_HUMAN","o"
"ETBR_RAT","o"
"EVI2_HUMAN","o"
"EVI2_MOUSE","o"
"EXBB_ECOLI",
"EXBB_SALTY",
"EXBD_ECOLI",
"EXOY_RHISN",
"EXP1_PLAFA",
"FADL_ECOLI",
"FASA_HUMAN","o"
"FASA_MOUSE","o"
"FCAR_HUMAN","o"
"FCE1_RAT","o"
"FCE2_HUMAN","i"
"FCE2_MOUSE","i"
"FCE2_RAT",
"FCEA_HUMAN","o"
"FCEA_MOUSE","o"
"FCEB_HUMAN","i"
"FCEB_MOUSE","i"
"FCEB_RAT","i"
"FCEG_HUMAN",
"FCEG_MOUSE",
"FCEG_RAT",
"FCG0_HUMAN","o"
"FCG1_HUMAN","o"
"FCG1_MOUSE","o"
"FCG2_HUMAN","o"
"FCG2_MOUSE","o"
"FCG3_HUMAN","o"
"FCG3_MOUSE","o"
"FCG3_RAT","o"
"FCGN_RAT","o"
"FCGX_MOUSE","o"
"FCN3_DROME","o"
"FCY2_YEAST",
"FDNH_ECOLI",
"FDNI_ECOLI",
"FEPD_ECOLI",
"FEPG_ECOLI",
"FGR1_CHICK","o"
"FGR1_HUMAN","o"
"FGR1_MOUSE","o"
"FGR1_XENLA","o"
"FGR2_HUMAN","o"
"FGR3_HUMAN","o"
"FGR4_HUMAN","o"
"FIXG_RHIME",
"FIXH_RHIME",
"FIXI_RHIME","i"
"FIXL_AZOCA",
"FIXL_BRAJA",
"FIXL_RHIME","i"
"FIXS_RHIME",
"FLAP_HORSE",
"FLAP_HUMAN",
"FLAP_MACMU",
"FLAP_MOUSE",
"FLAP_PIG",
"FLAP_RABIT",
"FLAP_RAT",
"FLAP_SHEEP",
"FLK2_MOUSE","o"
"FLMA_ECOLI",
"FM1_ACTVI","o"
"FM2_ACTNA","o"
"FML1_HUMAN","o"
"FML2_HUMAN","o"
"FMLR_HUMAN","o"
"FMOH_PIG",
"FMOH_RABIT",
"FMOL_RABIT",
"FNBA_STAAU","o"
"FPS1_YEAST",
"FRDC_ECOLI","i"
"FRDC_PROVU","i"
"FRDC_WOLSU",
"FRDD_ECOLI","i"
"FRDD_PROVU","i"
"FRIZ_DROME",
"FSH_DROME",
"FSHR_HUMAN","o"
"FSHR_RAT","o"
"FTSL_ECOLI","i"
"FUR1_XENLA",
"FUR2_DROME",
"FUR4_YEAST",
"FURI_HUMAN",
"FURI_MOUSE",
"FURI_RAT",
"FURL_DROME",
"FURS_DROME",
"FUS1_YEAST",
"G24A_DICDI",
"G24B_DICDI",
"G25L_CANFA",
"G2LF_HUMAN","i"
"G731_HUMAN",
"G732_HUMAN","o"
"GAA1_BOVIN","o"
"GAA1_CHICK","o"
"GAA1_HUMAN","o"
"GAA1_RAT","o"
"GAA2_BOVIN","o"
"GAA2_MOUSE","o"
"GAA2_RAT","o"
"GAA3_BOVIN","o"
"GAA3_MOUSE","o"
"GAA3_RAT","o"
"GAA4_BOVIN","o"
"GAA4_RAT","o"
"GAA5_RAT",
"GAA6_MOUSE","o"
"GAA6_RAT","o"
"GAB_DROME","o"
"GAB_LYMST","o"
"GAB1_BOVIN","o"
"GAB1_HUMAN","o"
"GAB1_RAT","o"
"GAB2_RAT","o"
"GAB3_CHICK","o"
"GAB3_HUMAN","o"
"GAB3_RAT","o"
"GAB4_CHICK","o"
"GABP_ECOLI",
"GAC1_RAT","o"
"GAC2_BOVIN","o"
"GAC2_CHICK","o"
"GAC2_HUMAN","o"
"GAC2_MOUSE","o"
"GAC2_RAT","o"
"GAC3_MOUSE","o"
"GAC3_RAT","o"
"GAD_MOUSE","o"
"GAD_RAT","o"
"GAL2_YEAST",
"GAP1_YEAST",
"GAR1_HUMAN","o"
"GAR2_HUMAN","o"
"GASR_CANFA",
"GASR_RAT",
"GATR_BOVIN","i"
"GATR_MOUSE","i"
"GC1M_MOUSE","o"
"GC3_MOUSE",
"GC3M_MOUSE","o"
"GCAM_MOUSE","o"
"GCBM_MOUSE","o"
"GCRB_RAT","o"
"GCRC_MOUSE",
"GCRT_RAT","o"
"GEF_ECOLI",
"GENA_ECOLI",
"GENF_ECOLI",
"GER1_BACSU",
"GER2_BACSU",
"GFT_HUMAN","i"
"GGLO_RAT",
"GGNT_HUMAN","i"
"GGNT_MOUSE","i"
"GGNT_RABIT","i"
"GGT_HUMAN",
"GGT_PIG",
"GGT_RAT",
"GHR_HUMAN","o"
"GHR_PIG","o"
"GHR_RABIT","o"
"GHR_RAT","o"
"GHRH_MOUSE","o"
"GLCP_SYNY3","i"
"GLF_ZYMMO",
"GLGP_RAT","o"
"GLP_CANFA",
"GLP_HORSE",
"GLP_MACFU",
"GLP_MOUSE","o"
"GLP_PIG","o"
"GLP1_CAEEL","o"
"GLPA_HUMAN","o"
"GLPB_HUMAN","o"
"GLPC_HUMAN","o"
"GLPE_HUMAN","o"
"GLPF_BACSU",
"GLPF_ECOLI",
"GLPR_RAT","o"
"GLPT_ECOLI",
"GLRA_MOUSE",
"GLRA_RAT",
"GLRB_MOUSE",
"GLRB_RAT",
"GLRC_RAT",
"GLRD_RAT",
"GLRE_RAT",
"GLRK_CHICK",
"GLRK_LYMST",
"GLRK_RANPI",
"GLTF_ECOLI",
"GLTP_ECOLI",
"GLTP_RAT",
"GLTS_ECOLI",
"GLTT_BACCA",
"GLTT_BACST",
"GMCR_HUMAN","o"
"GNTP_BACSU",
"GP1A_HUMAN",
"GP1B_HUMAN","o"
"GP21_RAT",
"GP34_HUMAN","i"
"GPIX_HUMAN",
"GPT_CRILO","o"
"GPT_YEAST",
"GRA1_HUMAN","o"
"GRA1_RAT","o"
"GRA2_HUMAN","o"
"GRA2_RAT","o"
"GRA3_RAT","o"
"GRB_RAT","o"
"GRPR_HUMAN","o"
"GRPR_MOUSE","o"
"GTR1_BOVIN","i"
"GTR1_HUMAN","i"
"GTR1_MOUSE","i"
"GTR1_PIG","o"
"GTR1_RABIT","i"
"GTR1_RAT","i"
"GTR2_HUMAN","i"
"GTR2_MOUSE","i"
"GTR2_RAT","i"
"GTR3_CHICK","i"
"GTR3_HUMAN","i"
"GTR4_HUMAN",
"GTR4_MOUSE",
"GTR4_RAT",
"GTR5_HUMAN","i"
"GTR7_RAT","i"
"GYLA_STRCO",
"HA10_MOUSE","o"
"HA11_MOUSE","o"
"HA11_RAT","o"
"HA12_MOUSE","o"
"HA12_RAT","o"
"HA13_MOUSE","o"
"HA14_MOUSE","o"
"HA15_MOUSE","o"
"HA17_MOUSE","o"
"HA18_MOUSE","o"
"HA19_CANFA","o"
"HA19_MOUSE",
"HA1A_BOVIN","o"
"HA1A_RABIT","o"
"HA1B_BOVIN","o"
"HA1B_MOUSE","o"
"HA1B_RABIT","o"
"HA1D_MOUSE","o"
"HA1F_CHICK","o"
"HA1K_MOUSE","o"
"HA1L_MOUSE","o"
"HA1Q_MOUSE","o"
"HA1T_MOUSE","o"
"HA1U_MOUSE","o"
"HA1W_MOUSE","o"
"HA1Y_MOUSE",
"HA1Z_MOUSE",
"HA21_HUMAN","o"
"HA21_MOUSE","o"
"HA22_HUMAN","o"
"HA22_MOUSE","o"
"HA23_HUMAN","o"
"HA23_MOUSE","o"
"HA24_HUMAN","o"
"HA25_HUMAN","o"
"HA26_HUMAN","o"
"HA27_HUMAN","o"
"HA2B_MOUSE","o"
"HA2B_RAT","o"
"HA2C_PIG","o"
"HA2D_MOUSE","o"
"HA2D_PIG","o"
"HA2F_MOUSE","o"
"HA2J_MOUSE","o"
"HA2K_MOUSE","o"
"HA2P_HUMAN",
"HA2P_RABIT",
"HA2Q_HUMAN","o"
"HA2Q_MOUSE","o"
"HA2R_HUMAN","o"
"HA2R_MOUSE","o"
"HA2S_MOUSE","o"
"HA2U_MOUSE","o"
"HA2Z_HUMAN","o"
"HAM1_MOUSE",
"HB15_HUMAN","o"
"HB21_HUMAN","o"
"HB21_MOUSE","o"
"HB21_SPAEH","o"
"HB22_HUMAN","o"
"HB22_MOUSE","o"
"HB23_HUMAN","o"
"HB23_MOUSE","o"
"HB24_HUMAN","o"
"HB24_MOUSE","o"
"HB25_HUMAN",
"HB2A_HUMAN","o"
"HB2A_MOUSE","o"
"HB2A_RAT","o"
"HB2B_HUMAN","o"
"HB2B_RAT","o"
"HB2C_HUMAN","o"
"HB2C_PIG","o"
"HB2D_CANFA","o"
"HB2D_HUMAN","o"
"HB2D_MOUSE","o"
"HB2D_PIG","o"
"HB2D_RAT","o"
"HB2E_HUMAN","o"
"HB2F_HUMAN","o"
"HB2F_MOUSE","o"
"HB2G_HUMAN",
"HB2H_HUMAN","o"
"HB2I_HUMAN","o"
"HB2I_MOUSE","o"
"HB2J_HUMAN","o"
"HB2J_MOUSE","o"
"HB2K_HUMAN","o"
"HB2K_MOUSE","o"
"HB2L_CHICK","o"
"HB2O_HUMAN","o"
"HB2O_PANTR","o"
"HB2P_HUMAN","o"
"HB2P_RABIT","o"
"HB2Q_HUMAN","o"
"HB2Q_MOUSE","o"
"HB2S_HUMAN","o"
"HB2S_MOUSE","o"
"HB2T_HUMAN","o"
"HB2U_MOUSE","o"
"HB2X_HUMAN","o"
"HBP_AEGCR",
"HBP_MARPO",
"HBP_ORYSA",
"HBP_PEA",
"HBP_TOBAC",
"HBP_VICFA",
"HEMA_CDVO","i"
"HEMA_MEASE","i"
"HEMA_MEASH","i"
"HEMA_MEASI","i"
"HEMA_MEASY","i"
"HEMA_MUMPM","i"
"HEMA_MUMPR","i"
"HEMA_MUMPS","i"
"HEMA_NDVA","i"
"HEMA_NDVB","i"
"HEMA_NDVD","i"
"HEMA_NDVH","i"
"HEMA_NDVI","i"
"HEMA_NDVM","i"
"HEMA_NDVQ","i"
"HEMA_NDVTG","i"
"HEMA_NDVU","i"
"HEMA_PHODV","i"
"HEMA_PI1HW","i"
"HEMA_PI2H","i"
"HEMA_PI2HT","i"
"HEMA_PI3B","i"
"HEMA_PI3H4","i"
"HEMA_PI3HA","i"
"HEMA_PI3HT","i"
"HEMA_PI3HU","i"
"HEMA_PI3HV","i"
"HEMA_PI3HW","i"
"HEMA_PI3HX","i"
"HEMA_PI4HA","i"
"HEMA_RACVI","o"
"HEMA_RINDK","i"
"HEMA_RINDL","i"
"HEMA_SEND5","i"
"HEMA_SENDF","i"
"HEMA_SENDH","i"
"HEMA_SENDJ","i"
"HEMA_SENDZ","i"
"HEMA_SV41","i"
"HEMA_SV5","i"
"HEMA_SV5CM","i"
"HEMA_SV5CP","i"
"HEMA_SV5LN","i"
"HEMA_VACCC","o"
"HEMA_VACCI","o"
"HEMA_VACCT","o"
"HEMA_VACCV","o"
"HEPS_HUMAN",
"HG2A_HUMAN","i"
"HG2A_MOUSE",
"HG2A_RAT",
"HH1R_BOVIN",
"HH2R_CANFA","o"
"HH2R_HUMAN","o"
"HH2R_RAT","o"
"HIP1_YEAST",
"HISM_ECOLI",
"HISM_SALTY",
"HISQ_SALTY",
"HLAE_HUMAN","o"
"HLAE_PONPY","o"
"HLAF_HUMAN","o"
"HLAG_HUMAN","o"
"HLAH_HUMAN","o"
"HLD_STAAU",
"HLY2_ECOLI",
"HLYB_ACTPL",
"HLYB_ECOLI",
"HLYB_PROMI",
"HLYB_PROVU",
"HLYB_SERMA",
"HLYB_VIBCH",
"HMD1_HEVBR",
"HMD1_YEAST",
"HMD2_HEVBR",
"HMD2_YEAST",
"HMD3_HEVBR",
"HMDH_ARATH",
"HMDH_CRIGR",
"HMDH_DROME",
"HMDH_HUMAN",
"HMDH_MESAU",
"HMDH_SCHMA",
"HMDH_STRPU",
"HMDH_XENLA",
"HOK_ECOLI",
"HOXN_ALCEU",
"HPS1_HUMAN",
"HSER_HUMAN","o"
"HSER_RAT","o"
"HT7_CHICK","o"
"HTPX_ECOLI",
"HTRB_ECOLI",
"HUP1_CHLKE",
"HVCM_HETFR",
"HXT2_YEAST","i"
"HYAC_ECOLI",
"HYCC_ECOLI",
"HYCD_ECOLI",
"HYEP_HUMAN",
"HYEP_RABIT",
"HYEP_RAT",
"I12B_HUMAN",
"I177_ASFB7","o"
"I329_ASFB7","o"
"ICA1_HUMAN","o"
"ICA1_MOUSE","o"
"ICA1_RAT","o"
"ICA2_HUMAN","o"
"IG1R_HUMAN","o"
"IGA_NEIGO",
"IGGB_STRSP","o"
"IGGG_STRSP","o"
"IL1R_HUMAN","o"
"IL1R_MOUSE","o"
"IL1S_HUMAN","o"
"IL1S_MOUSE","o"
"IL2A_BOVIN","o"
"IL2A_HUMAN","o"
"IL2A_MOUSE","o"
"IL2A_RAT","o"
"IL2A_SHEEP","o"
"IL2B_HUMAN","o"
"IL2B_MOUSE","o"
"IL2B_RAT","o"
"IL4R_HUMAN","o"
"IL4R_MOUSE","o"
"IL5R_MOUSE","o"
"IL6R_HUMAN",
"IL6R_MOUSE",
"IL6R_RAT",
"IL7R_HUMAN","o"
"IL7R_MOUSE","o"
"IL8A_HUMAN","o"
"IL8A_RABIT","o"
"IL8B_HUMAN","o"
"IL9R_HUMAN","o"
"IL9R_MOUSE","o"
"IM23_SCHJA","i"
"IM23_SCHMA","i"
"IMM4_ECOLI",
"IMMA_CITFR",
"IMMB_ECOLI",
"IMP1_YEAST",
"INAR_HUMAN","o"
"INGR_HUMAN","o"
"INGR_MOUSE","o"
"INLA_LISMO","o"
"INSR_DROME","o"
"INSR_HUMAN","o"
"INSR_MOUSE","o"
"INSR_RAT","o"
"IP3R_DROME",
"IP3R_MOUSE",
"IP3R_RAT",
"IP3S_RAT",
"IR10_HCMVA",
"IRPA_SYNP7",
"IRR_CAVPO","o"
"IRR_HUMAN","o"
"IS42_YEAST",
"ISIA_SYNP7",
"ITA1_RAT","o"
"ITA2_HUMAN","o"
"ITA3_CRISP","o"
"ITA3_HUMAN","o"
"ITA4_HUMAN","o"
"ITA4_MOUSE","o"
"ITA5_HUMAN","o"
"ITA5_MOUSE","o"
"ITA6_CHICK","o"
"ITA6_HUMAN","o"
"ITA8_CHICK","o"
"ITAB_HUMAN","o"
"ITAL_HUMAN","o"
"ITAL_MOUSE","o"
"ITAM_HUMAN","o"
"ITAM_MOUSE","o"
"ITAP_DROME","o"
"ITAV_CHICK","o"
"ITAV_HUMAN","o"
"ITAX_HUMAN","o"
"ITB0_XENLA","o"
"ITB1_CHICK","o"
"ITB1_HUMAN","o"
"ITB1_MOUSE","o"
"ITB1_XENLA","o"
"ITB2_HUMAN","o"
"ITB2_MOUSE","o"
"ITB3_HUMAN","o"
"ITB4_HUMAN","o"
"ITB5_HUMAN","o"
"ITB6_CAVPO",
"ITB6_HUMAN","o"
"ITB7_HUMAN","o"
"ITB7_MOUSE",
"ITB8_HUMAN","o"
"ITB8_RABIT","o"
"ITBX_DROME","o"
"ITR2_YEAST",
"KDGL_ECOLI",
"KDGT_ERWCH",
"KDPD_ECOLI",
"KDTA_ECOLI",
"KECK_HUMAN","o"
"KEFC_ECOLI",
"KEK4_CHICK","o"
"KEK4_MOUSE","o"
"KEK5_CHICK","o"
"KELK_RAT","o"
"KELL_HUMAN","i"
"KEPH_HUMAN","o"
"KER1_CHICK",
"KEX1_KLULA",
"KEX1_YEAST",
"KEX2_YEAST",
"KFLT_HUMAN","o"
"KFMS_FELCA","o"
"KFMS_FSVMD","o"
"KFMS_HUMAN","o"
"KFMS_MOUSE","o"
"KFMS_RAT","o"
"KGFR_HUMAN","o"
"KGFR_MOUSE","o"
"KGTP_ECOLI","i"
"KHEK_HUMAN","o"
"KKIT_HUMAN","o"
"KKIT_MOUSE","o"
"KLTK_HUMAN","o"
"KLTK_MOUSE","o"
"KMET_HUMAN","o"
"KMET_MOUSE","o"
"KPRO_MAIZE","o"
"KPSM_ECOLI",
"KPSN_ECOLI",
"KRE1_CANAL",
"KRE1_YEAST",
"KRET_HUMAN",
"KROS_CHICK","o"
"KROS_HUMAN","o"
"KTOR_DROME","o"
"KTR1_YEAST",
"KUCR_RAT","i"
"LACF_AGRRD",
"LACG_AGRRD",
"LACP_KLULA",
"LACY_ECOLI","i"
"LACY_KLEPN","i"
"LACY_LACDE",
"LACY_STRTR",
"LAG3_HUMAN",
"LAMB_ECOLI",
"LAMB_SALTY",
"LAR_DROME","o"
"LAR_HUMAN","o"
"LBP_HUMAN",
"LBP_RABIT",
"LBR_CHICK",
"LCB1_YEAST",
"LCNA_LACLA",
"LCNC_LACLA",
"LDLR_BOVIN","o"
"LDLR_HUMAN","o"
"LDLR_RABIT","o"
"LECH_CHICK","i"
"LECH_HUMAN","i"
"LECH_RAT","i"
"LECI_HUMAN","i"
"LECI_MOUSE","i"
"LECI_RAT","i"
"LEM1_HUMAN","o"
"LEM1_MOUSE","o"
"LEM2_HUMAN","o"
"LEM2_MOUSE","o"
"LEM2_RABIT","o"
"LEM3_HUMAN","o"
"LEM3_MOUSE","o"
"LEP_BACSU",
"LEP_ECOLI",
"LEP_PSEFL",
"LEP_SALTY",
"LEUK_HUMAN","o"
"LEUK_MOUSE","o"
"LEUK_RAT","o"
"LEVF_BACSU",
"LEVG_BACSU",
"LFA3_HUMAN","o"
"LHA_CHLAU",
"LHA_ERYSP","i"
"LHA_RHOAC",
"LHA_RHOCA","i"
"LHA_RHORU","i"
"LHA_RHOSH","i"
"LHA_RHOVI","i"
"LHA2_RHOCA","i"
"LHA2_RHOSH","i"
"LHB_CHLAU","i"
"LHB_ECTHL","i"
"LHB_ERYSP","i"
"LHB_RHOAC",
"LHB_RHOCA","i"
"LHB_RHORU","i"
"LHB_RHOSH","i"
"LHB_RHOVI","i"
"LHB2_RHOCA","i"
"LHB2_RHOSH","i"
"LI12_CAEEL","o"
"LIM2_RAT","i"
"LIT_ECOLI",
"LIVA_SALTY",
"LIVE_SALTY",
"LIVH_ECOLI",
"LIVM_ECOLI",
"LKTB_ACTAC",
"LKTB_PASHA",
"LMP1_CHICK","o"
"LMP1_EBV","i"
"LMP1_EBVC","i"
"LMP1_EBVR","i"
"LMP1_HUMAN","o"
"LMP1_MOUSE","o"
"LMP1_RAT","o"
"LMP2_EBV",
"LMP2_HUMAN","o"
"LMP2_MOUSE","o"
"LMP2_RAT","o"
"LPH_HUMAN",
"LPH_RABIT",
"LRPA_HUMAN","o"
"LRPA_MOUSE","o"
"LRPB_HUMAN","o"
"LRPD_HUMAN","o"
"LRPE_HUMAN","o"
"LRPZ_HUMAN","o"
"LSHR_HUMAN","o"
"LSHR_MOUSE","o"
"LSHR_PIG","o"
"LSHR_RAT","o"
"LSPA_ECOLI",
"LSPA_ENTAE",
"LSPA_PSEFL","i"
"LT23_CAEEL","o"
"LY49_MOUSE","i"
"LYSP_ECOLI",
"M11P_YEAST",
"M12_STRPY",
"M24_STRPY","o"
"M2OM_BOVIN",
"M49_STRPY","o"
"M5_STRPY","o"
"M6_STRPY","o"
"MAG_HUMAN","o"
"MAGL_MOUSE","o"
"MAGL_RAT","o"
"MAGS_MOUSE","o"
"MAGS_RAT","o"
"MAL_HUMAN",
"MAL6_YEAST",
"MALF_ECOLI",
"MALF_ENTAE",
"MALF_SALTY",
"MALG_ECOLI",
"MALG_ENTAE",
"MALG_SALTY",
"MAM2_SCHPO",
"MAN2_MOUSE","i"
"MANR_HUMAN","o"
"MAS_HUMAN","o"
"MAS_MOUSE","o"
"MAS_RAT","o"
